,关键词,作者,正文,时间,内容源
421,生活垃圾,福州同城,【#福州#绕城高速匝道，一男子乱倒垃圾被抓现行，重罚！】昨日下午4时许，在福州绕城高速公路的西岭互通匝道附近（福州往桂湖方向），福州交建养护公司路面巡查人员巡查至该路段时，发现一辆闽A60A1U轻型厢式货车正在路面上违法倾倒建筑垃圾。巡查人员立即上前拦截这辆违法车辆，并联系交警及晋安区新店镇城管中队，福州交建养护公司的巡查人员张先生称，此前就发现过多次高速公路旁乱倒建筑垃圾的行为，他们公司也采取了多种办法，但都没有抓到现行，只好加派人手进行不间断巡逻。在现场，该货车司机李某称，看到此处比较偏僻，且之前有见过司机把垃圾倾倒至此，便学着做了。海都君现场了解到，肇事的货车属于福州市台江区茶亭李炎体育用品商行，随后交警对李某在城市快速路应急车道上乱停车的违法行为处以罚款200元及扣分的处罚。之后，晋安区新店镇城管中队对李某处以罚款30000元、扣车，并要求清理干净路面的处罚。(海峡都市报),2020-10-19,微博
422,生活垃圾,福州生活圈,【#福州#绕城高速匝道，一男子乱倒垃圾被抓现行，重罚！】昨日下午4时许，在福州绕城高速公路的西岭互通匝道附近（福州往桂湖方向），福州交建养护公司路面巡查人员巡查至该路段时，发现一辆闽A60A1U轻型厢式货车正在路面上违法倾倒建筑垃圾。巡查人员立即上前拦截这辆违法车辆，并联系交警及晋安区新店镇城管中队，福州交建养护公司的巡查人员张先生称，此前就发现过多次高速公路旁乱倒建筑垃圾的行为，他们公司也采取了多种办法，但都没有抓到现行，只好加派人手进行不间断巡逻。在现场，该货车司机李某称，看到此处比较偏僻，且之前有见过司机把垃圾倾倒至此，便学着做了。海都君现场了解到，肇事的货车属于福州市台江区茶亭李炎体育用品商行，随后交警对李某在城市快速路应急车道上乱停车的违法行为处以罚款200元及扣分的处罚。之后，晋安区新店镇城管中队对李某处以罚款30000元、扣车，并要求清理干净路面的处罚。(海峡都市报),2020-10-19,微博
423,生活垃圾,福州胡州人,福州生活#榕城身边事#【福州百名志愿者保护母亲河“蛙人”水下捞垃圾】18日上午，在闽江公园南园沙滩排球场附近水域，一群穿着专业装备的“蛙人”潜入江中，半个小时后，他们浮出水面，网兜里装着奶茶罐、快餐盒、啤酒瓶等废弃物。当日，包括这些“蛙人”在内的100多名志愿者参与了“发现闽江美——保护母亲河，我们在行动”垃圾清理公益活动。该活动旨在呼吁大家不要乱扔垃圾，共同保护我们的水生态环境。via@福州发布,2020-10-19,微博
424,生活垃圾,福州发布,#榕城身边事#【福州百名志愿者保护母亲河“蛙人”水下捞垃圾】18日上午，在闽江公园南园沙滩排球场附近水域，一群穿着专业装备的“蛙人”潜入江中，半个小时后，他们浮出水面，网兜里装着奶茶罐、快餐盒、啤酒瓶等废弃物。当日，包括这些“蛙人”在内的100多名志愿者参与了“发现闽江美——保护母亲河，我们在行动”垃圾清理公益活动。该活动旨在呼吁大家不要乱扔垃圾，共同保护我们的水生态环境。O福州百名志愿者保护母亲河“蛙人”水下捞垃圾,2020-10-19,微博
425,生活垃圾,福州新闻网fznews,福州新闻【福州百名志愿者保护母亲河“蛙人”水下捞垃圾】#创建文明城市福州在行动#18日上午，在闽江公园南园沙滩排球场附近水域，一群穿着专业装备的“蛙人”潜入江中，半个小时后，他们浮出水面，网兜里装着奶茶罐、快餐盒、啤酒瓶等废弃物。据悉，18日，包括这些“蛙人”在内的100多名志愿者参与了“发现闽江美——保护母亲河，我们在行动”垃圾清理公益活动。O福州百名志愿者保护母亲河“蛙人”水下捞垃圾,2020-10-19,微博
426,生活垃圾,福州同城会,【#福州市厨余垃圾处理厂试运行#】16日，福州市红庙岭厨余垃圾处理厂正式进入试运行阶段。作为全省首个厨余垃圾处理PPP项目，该处理厂将把厨余垃圾“吃”干“榨”尽，变废为宝，转化为清洁能源和有机肥，实现垃圾无害化、减量化和资源化。本次新建的厨余项目设计总规模为800吨/天，分两期实施，一、二期各400吨每/天，足以满足中心城区所产生的厨余垃圾及废弃水果蔬菜等有机垃圾的处理。（福州新闻网）,2020-10-18,微博
427,生活垃圾,福州建设发展,【央视：垃圾有“出路”还能变“宝物”福建省首个厨余垃圾处理PPP项目试运行】当日，福州市红庙岭厨余垃圾处理厂正式进入试运行阶段。作为全省首个厨余垃圾处理PPP项目，该处理厂将把厨余垃圾“吃”干“榨”尽，变废为宝，转化为清洁能源和有机肥，实现垃圾无害化、减量化和资源化。,2020-10-18,微博
428,生活垃圾,新浪福建,【#福州市厨余垃圾处理厂试运行#】16日，福州市红庙岭厨余垃圾处理厂正式进入试运行阶段。作为全省首个厨余垃圾处理PPP项目，该处理厂将把厨余垃圾“吃”干“榨”尽，变废为宝，转化为清洁能源和有机肥，实现垃圾无害化、减量化和资源化。本次新建的厨余项目设计总规模为800吨/天，分两期实施，一、二期各400吨每/天，足以满足中心城区所产生的厨余垃圾及废弃水果蔬菜等有机垃圾的处理。（福州新闻网）,2020-10-18,微博
429,生活垃圾,福州头条,【#福州市厨余垃圾处理厂试运行#】16日，福州市红庙岭厨余垃圾处理厂正式进入试运行阶段。作为全省首个厨余垃圾处理PPP项目，该处理厂将把厨余垃圾“吃”干“榨”尽，变废为宝，转化为清洁能源和有机肥，实现垃圾无害化、减量化和资源化。本次新建的厨余项目设计总规模为800吨/天，分两期实施，一、二期各400吨每/天，足以满足中心城区所产生的厨余垃圾及废弃水果蔬菜等有机垃圾的处理。（福州新闻网）,2020-10-18,微博
430,生活垃圾,福州头条,【#福州#恶臭阵阵！福州：垃圾分类屋近在咫尺仍有人乱丢垃圾】福州福湾新城春风苑三区设有多个垃圾分类屋，但不少人还在将垃圾随手乱丢，物业管理人员不闻不问，有的垃圾放着一个星期都没有来清理，整个小区臭气熏天。via现场L福建台直播福建的微博视频,2020-10-18,微博
431,生活垃圾,新浪福建,【#福州#恶臭阵阵！福州：垃圾分类屋近在咫尺仍有人乱丢垃圾】福州福湾新城春风苑三区设有多个垃圾分类屋，但不少人还在将垃圾随手乱丢，物业管理人员不闻不问，有的垃圾放着一个星期都没有来清理，整个小区臭气熏天。via现场L福建台直播福建的微博视频,2020-10-18,微博
432,生活垃圾,福州同城,【#福州#恶臭阵阵！福州：垃圾分类屋近在咫尺仍有人乱丢垃圾】福州福湾新城春风苑三区设有多个垃圾分类屋，但不少人还在将垃圾随手乱丢，物业管理人员不闻不问，有的垃圾放着一个星期都没有来清理，整个小区臭气熏天。L福建台直播福建的微博视频,2020-10-18,微博
433,生活垃圾,福州新闻网fznews,【响应生活垃圾分类条例#深圳麦当劳对一次性餐具收费#】9月15日起，#深圳麦当劳不再提供免费餐具#，叉子、勺子、筷子等餐具的使用，顾客需额外支付0.5元。9月1日深圳上线新的垃圾分类管理条例，除了对市民进行垃圾分类要求，对餐饮企业也有严格规定。除麦当劳外，多家知名餐饮店也积极响应此政策。@深报视听L深报视听的微博视频,2020-10-17,微博
434,生活垃圾,福建台直播福建,#福州身边事#【恶臭阵阵！福州：垃圾分类屋近在咫尺仍有人乱丢垃圾】福州福湾新城春风苑三区设有多个垃圾分类屋，但不少人还在将垃圾随手乱丢，物业管理人员不闻不问，有的垃圾放着一个星期都没有来清理，整个小区臭气熏天。#福州#L福建台直播福建的微博视频,2020-10-16,微博
435,生活垃圾,福州新闻网fznews,【“若不是他我们还在吃垃圾”！#民警守护流浪母子700多天#】因为一次出警，温州民警林泽在2018年10月18日遇见了这对流浪母子。当时，5岁的小龙衣着单薄，被开水烫伤的左腿裹着卫生纸。而母亲谢光会有精神疾病，平时靠捡垃圾过活。此后的700多天里，林泽及其所在的瞿溪派出所联动各方力量，为这对母子看病、寻亲、落户、垫医药费、办理入学、申请低保、找廉租房，撑起了一片天。（via看看新闻）L正能量News的秒拍视频,2020-10-16,微博
436,生活垃圾,福州微播报,福州生活#福州圈#【#福州#仓山区一#环保企业门口渣土堆积如山#附近居民饱受困扰】最近，福州市仓山区浦口新城的不少业主称，在他们小区的不远处有一工厂，在工厂门口每天都有堆积如山的渣土、垃圾，而且来自这个工厂的噪音和粉尘污染，也让居民们饱受困扰，并且也让内河变得又脏又臭，他们说这种工厂，环评怎么能过关？这事又该谁来管？怎么办呢？（福建新闻频道）#天下万象#L福州圈的微博视频,2020-10-16,微博
437,生活垃圾,大福州这些事儿,福州牛岗山！昔日垃圾填埋地，今日全国网红打卡地！今天，万人空巷，因为粉黛乱子草慕名而来！,2020-10-11,微博
438,生活垃圾,福州发布,#福州便民信息#【地下停车库设立建筑垃圾临时堆放点，各式垃圾成堆，业主：脏！】近日，家住在福州泰禾红悦小区的业主们向记者反映，在他们小区的地下车库内有一个临时的建筑垃圾堆放点，原本设立是方便建筑垃圾堆放，然而由于物业没有管理好，这个堆放点的建筑垃圾越堆越高，居民担忧有安全隐患，另外，倾倒点也出现了不少生活垃圾，现场环境脏乱。因此，居民找到帮帮团希望呼吁下，让物业能够重视起来。Via@第一帮帮团L第一帮帮团的微博视频,2020-10-11,微博
